id,label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
FN034,2,-0.12994987313979428,-0.060995445904726,-0.08046328457642221,-0.06554675072504992,-0.003414763020022121,-0.011107899709642826,-0.016539037939374373,0.11972782166160528,0.029418250614616,-0.02239398686830591,0.07762146589174253,0.18272885290821572,0.046029404633252766,-0.07736083853233545,0.027744461732401905,0.0362514027714372,-0.0811394116618724,-0.0034346441592597683,-0.05428547504322923,-0.04554636429879489
FN035,2,-0.12022978232203878,-0.05768294701848248,-0.07783294108765293,-0.028980233081026235,0.05977194162113257,-0.04838601287554538,-0.001792742981145359,0.10460127656332455,-0.05307497558941519,0.023618475107036515,-0.03388284353434278,-0.0697544655530325,-0.1571564135530963,-0.06425146783364363,0.14340433282471696,0.7953891921759563,-0.23166436527271084,0.1368861836876346,0.13203484277320568,0.12153530903609276
FN036,2,-0.18711671466503405,-0.2024024962494656,0.4859491705740378,-0.0410285709338617,-0.06107377985240863,0.0203240251050782,-0.01122617246676909,-0.026225806998231994,0.06958464445023611,-0.0029719554423056475,0.029634706751688705,0.04141113153290701,0.06171094188379885,-0.0013299381722567335,0.05560317608722169,-0.008919417966863429,-0.07700747384950668,-0.1959643919950582,0.06581437079879637,0.1953543855549765
FN037,2,-0.12944724720984024,-0.06508029430169764,-0.12180913818967765,-0.10942204944693626,-0.045008410171835066,0.038832980911039046,0.02407464216416033,-0.07643905090008496,-0.07765491499865113,0.04917741430282717,-0.11509923491329008,-0.012764022326504847,0.11092060421624698,-0.09244733281879156,0.14351467055919298,0.06362609763373651,0.05858353722058825,0.03998508016304274,0.08036855073069636,0.0717067990637843
FN038,2,-0.11716957578701305,-0.04267508627725757,-0.08079748245819128,-0.054632374255962096,-5.6984551456523554e-05,0.020351871858610922,0.02047388666558894,-0.007369346309735357,-0.17667898385535738,0.0436541283599504,-0.1281712894654974,0.08522431343034961,0.1426757105480693,0.02225801681089989,0.051809919207155705,0.04942111541716863,0.062086847470308584,0.0161549495495176,0.02323242711505373,0.06381089594300346
FN039,2,-0.19494013767599522,-0.20856507740684752,0.5541281604655416,-0.014053532575457925,-0.025923807466400845,0.013791615238806846,0.0014980495614975288,-0.033000007973525244,0.03850379563327094,0.009428847667600436,-0.023162738251801943,-0.0010567909068273727,-0.03541979759319383,0.031940079507081574,0.010905253628416944,-0.00048428708818308753,0.046284189168960654,0.18652815454209165,-0.044224843341688864,-0.1517615546760831
FN040,2,-0.17209605693721014,-0.17929736598754573,0.48633474846220653,0.0021190377390825307,-0.01613583145850648,0.019872511163873664,0.004027268677262321,-0.03867449009113147,-0.012283521542536235,0.02461065444048523,-0.06205936646703243,-0.005287701112943418,-0.03389053035299682,0.0020543800685950643,-0.032809417688636475,0.05584813550260057,0.11881299865548749,0.3732692444832254,-0.1547468016932778,-0.3441527281018118
FN041,2,-0.19077669413989382,-0.22262184532369975,0.6111442655022088,-0.006971706201199637,-0.03715690555813811,0.02692073191788105,0.0026156411259402363,-0.04812071738732316,0.012436829025527235,0.02938491811074298,-0.0657131169194545,-0.023987636086657462,0.007916914587399035,-0.02210992070026827,-0.02335996977233087,0.0509232908804499,0.06234675743741517,0.2364160102469828,-0.11020225803061783,-0.2265843110898434
FN042,2,-0.16565684724180754,-0.11534519634313392,-0.18801307236766573,-0.2747999451762611,-0.23733275468677908,0.18707675590417353,0.047487229215163386,-0.24109041297596825,0.19632142968076643,-0.023934063036264584,0.12448956026532729,-0.01692051465875467,-0.007310320585628978,-0.013668101088289185,-0.01960417282063862,0.027204910397147564,0.015895627912714757,0.02785036690999719,-0.023838857643117408,0.012308609854262936
FN043,2,-0.14112584959190808,-0.10339363034234944,-0.14903917504895028,-0.1981778700104443,-0.1589027565412626,0.12093675467609488,0.027795248364715648,-0.15745383807322605,0.1174765568961882,-0.022693192937498795,0.06715696737589678,-0.08845290969297083,-0.0584258241105953,0.056631504556959825,-0.048251160836885194,0.012238195558845697,-0.019001071114520877,-0.03830822007952762,-0.0788441171580002,-0.0801289422594938
FN044,2,-0.12008218643168887,-0.057690841107508904,-0.07659234075311402,-0.029483449712375116,0.05690592889716198,-0.04520247928995569,-0.0016971995763706486,0.09280934002622244,-0.06469805733394257,0.022444460265027444,-0.03246458448659893,-0.0659226856848685,-0.15774019704279285,-0.06600764203346139,0.14406259826657936,0.7949679471024944,-0.230754952623086,0.13693879191682715,0.13338409240662225,0.1209571908216144
FN045,2,-0.16945596448919756,-0.10920261002147452,-0.1963316038604535,-0.2398950669052459,-0.17093797069812885,0.1387266719802219,0.05491447913725252,-0.17966420120220877,-0.002737860773285325,0.06873160057121253,-0.09119751028375025,-0.006221314971375463,0.13480136936276593,-0.07190585891436907,0.06628585950510828,0.05674965065855083,0.15391883597037934,0.04326055145961022,0.12047815607377821,0.07722882066404686
FN046,2,-0.20367890048575793,-0.24175813031949486,0.709997045982932,-0.016155126442014014,-0.047305790805065494,0.024235865853429853,0.018088864049665195,-0.0698447466003988,0.0602178259013304,0.030107677189807277,-0.03502416851857093,-0.040396530439249866,0.0638144024647231,-0.040668019020404615,0.022311308599977334,-0.001823918370955433,-0.028911285518989638,-0.12815879252754664,0.0016080241515036026,0.11603672508432447
